Authors,Dates
"['Chan S H', 'Oon B B', 'Kamarudin A', 'Wee G B']",1979-1-1
"['Gordeeva N I', 'Chekova V V']",1979-1-1
"['Fraga A', 'Gorodezky C', 'Lavalle C', 'Castro-Escobar L E', 'Magaña L', 'Escobar-Gutiérrez A']",1979-3-1
"['Woodcock D M', 'Fox R M', 'Cooper I A']",1979-4-1
"['Ahuja M R', 'Lepper K', 'Anders F']",1979-1-15
"['Santa-Cruz M C', 'Díez J L']",1979-1-15
"['Lloyd D C', 'Reeder E J']",1979-2-15
"['Carmelli D', 'Cavalli-Sforza L L']",1979-3-1
"['Higurashi M', 'Iijima K', 'Ishikawa N', 'Hoshina H', 'Watanabe N']",1979-1-25
"['Zamir R', 'Lasch E E', 'El-Massri M', 'Marcus O', 'Joshua H', 'Gazit E']",1979-1-1
['Huang S L'],1979-1-1
['Bempong M A'],1979-1-1
['Schull W J'],1979-1-1
"[""O'Brien S J"", 'Rice M C']",1979-1-1
"['Thorgeirsson S S', 'Wirth P J']",1979-1-1
"['Roszinsky-Köcher G', 'Basler A', 'Röhrborn G']",1979-1-1
"['Jameela ', 'Subramanyam S', 'Sadasivan G']",1979-1-1
"['Segawa M', 'Nadamitsu S', 'Kondo K', 'Yoshizaki I']",1979-1-1
"['Little P F', 'Flavell R A', 'Kooter J M', 'Annison G', 'Williamson R']",1979-3-15
"['Polani P E', 'Crolla J A', 'Seller M J', 'Moir F']",1979-3-22
"['Léonard A', 'Delpoux M', 'Decat G', 'Léonard E D']",1979-1-1
"['Sparkes R S', 'Muller H', 'Klisak I']",1979-3-9
"[""Kalent'eva E I""]",1979-1-1
"['Yamaguchi H', 'Okubo Y', 'Seno T', 'Matsushita K', 'Daniels G L']",1979-1-1
"['Van den Berghe H', 'Louwagie A', 'Broeckaert-Van Orshoven A', 'David G', 'Verwilghen R']",1979-4-1
"['Siváková D', 'Fons P', 'Bosáková M', 'Hujsiová M', 'Baláz P']",1979-2-1
"['Banerjee A', 'Benedict W F']",1979-3-1
"['Siciliano M J', 'Barker P E', 'Cailleau R']",1979-3-1
"['Parshad R', 'Sanford K K', 'Tarone R E', 'Jones G M', 'Baeck A E']",1979-3-1
"['Olah E', 'Weber G']",1979-5-1
['Szumiel I'],1979-1-1
['Szumiel I'],1979-1-1
['Israelewski N'],1979-1-8
['Yoshida M'],1979-1-1
"['Balaban-Malenbaum G', 'Grove G', 'Gilbert F']",1979-3-15
['Russell L B'],1979-1-1
"['Cossu P', 'Diana G', 'Mameli M', 'Cardia S', 'Milia A', 'Floris G', 'Cao A']",1979-1-19
"['Roszinsky-Köcher G', 'Röhrborn G']",1979-1-19
"['Schneider E L', 'Gilman B']",1979-1-19
"['Ibraimov A', 'Mirrakhimov M M']",1979-1-19
"['Wada A', 'Ueno S', 'Tachibana H', 'Husimi Y']",1979-3-1
"['Feingold N', 'Degos L', 'Feingold J']",1979-2-1
"['Henry W M', 'Didolkar M S', 'Lopez R', 'Tomei L D']",1979-1-1
"['Tanzarella C', 'Modesti A', 'de Salvia R', 'Vitagliano E']",1979-1-1
"['Cohen M M', 'Sagi M']",1979-1-1
['Picciano D'],1979-2-1
"['Roszinsky-Köcher G', 'Röhrborn G']",1979-2-1
['Savage J R'],1979-4-19
"['Scott D', 'Lyons C Y']",1979-4-19
['Gáti E'],1979-1-1
"['Tanna V L', 'Go R C', 'Winokur G', 'Elston R C']",1979-1-1
"['Opitz J M', 'Shapiro S S', 'Uehling D T']",1979-5-1
['Frolov A K'],1979-2-1
['Gordeeva N I'],1979-3-1
"['Zierler H', 'Rosenkranz W', 'Winter R', 'Becker H']",1979-4-15
"['Townes P L', 'White M', 'Di Marzo S V']",1979-4-1
"['Matsumoto H', 'Miyazaki T', 'Omoto K', 'Misawa S', 'Harada S', 'Hirai M', 'Sumpaico J S', 'Medado P M', 'Ogonuki H']",1979-1-1
"['Auerbach A D', 'Warburton D', 'Bloom A D', 'Chaganti R S']",1979-1-1
"['Verma R S', 'Dosik H']",1979-1-1
"['Sachs B P', 'Van Iddekinge B']",1979-4-15
"['Coate W B', 'Kapp R W', 'Lewis T R']",1979-4-1
"['Satoh C', 'Mohrenweiser H W']",1979-1-1
"['Jantz R L', 'Hawkinson C H']",1979-1-1
"['Edwards Y H', 'Potter J E', 'Hopkinson D A']",1979-1-1
"['Edwards Y H', 'Hopkinson D A']",1979-1-1
['Crow J F'],1979-1-1
['Gelpi A P'],1979-4-1
['Larsen S O'],1979-5-1
"['Spritz R A', 'Emanuel B S', 'Chern C J', 'Mellman W J']",1979-1-1
"['Raveché E S', 'Tjio J H', 'Steinberg A D']",1979-1-1
"['Henderson A S', 'Yu M T', 'Milcarek C']",1979-1-1
"['Saxholm H J', 'Iversen O H', 'Reith A', 'Brøgger A']",1979-4-1
['Konietzko H'],1979-4-12
"['Demenais F', 'Bonaïti C', 'Briard M L', 'Feingold J', 'Frézal J']",1979-2-15
"['Sparkes R S', 'Targum S', 'Gershon E', 'Sensabaugh G F', 'Sparkes M C', 'Crist M']",1979-2-15
"['Bartram C R', 'Rüdiger H W', 'Passarge E']",1979-2-15
"['Lazjuk G I', 'Lurie I W', 'Usova Y I', 'Gurevich D B', 'Nedzved M K']",1979-2-15
"['Fryns J P', 'Van den Berghe H']",1979-3-12
"['Schuler D', 'Dobos M', 'Fekete G', 'Miltényi M', 'Kalmár L']",1979-1-1
['Kovacs G'],1979-3-15
"['Manolov G', 'Urumov I', 'Argirova R', 'Petkova P']",1979-1-1
"['Abu-Sin A', 'Felice A E', 'Gravely M E', 'Wilson J B', 'Reese A L', 'Miller H L', 'Huisman T H']",1979-6-1
"['Ravetch J V', 'Horiuchi K', 'Zinder N D']",1979-3-5
['Yusa T'],1979-3-1
['Okada R'],1979-3-10
['Skubiszewska T'],1979-3-1
"[""Sevan'kaev A V"", 'Kozlov V M', 'Dubrovina V M', ""Kuz'mina E G"", 'Ivanov V N']",1979-4-1
"['Naroditskiĭ B S', 'Roninson I B', 'Kislina O S', 'Zavizion B A', 'Tikhonenko T I']",1979-3-1
['Nelson W J'],1979-2-1
['Moore R C'],1979-2-1
"['Monticone R E', 'Schneider E L']",1979-2-1
"['Ehling U H', 'Neuhäuser A']",1979-2-1
"['Lambert B', 'Ringborg U', 'Lindblad A']",1979-2-1
"['Turnbull D', 'Popescu N C', 'DiPaolo J A', 'Myhr B C']",1979-3-1
['Wyatt P R'],1979-6-7
['Golbus M S'],1979-6-7
"['Kobel H R', 'Du Pasquier L']",1979-5-10
"['Hopkin J M', 'Evans H J']",1979-5-17
['De Carli L'],1979-3-31
['Barabashova V N'],1979-5-1
"[""Il'inskikh N N"", ""Il'inskikh I N"", 'Shustrov A K']",1979-5-1
"['Brooks A L', 'Diel J H', 'McClellan R O']",1979-2-1
"['Korotkov E V', 'Orekhov A V']",1979-1-1
"['Tsujimoto Y', 'Suzuki Y']",1979-1-1
"['Betancourt M', 'Hernández G', 'Cravioto J']",1979-1-1
"['Alvarez de los Santos M', 'Santos Flores J R']",1979-1-1
['Gumpel J M'],1979-1-1
['Daker M G'],1979-1-1
"['Hansen H E', 'Larsen S O', 'Ryder L P', 'Nielsen L S']",1979-2-1
"['Renieri N', 'Stavropoulos C', 'Lepage V']",1979-2-1
"['Fauchet R', 'Genetet B', 'Gosselin M', 'Gastard J']",1979-2-1
"['Májský A', 'Horejsí J', 'Cerhová M', 'Korínková P', 'Mimra J', 'Novák J']",1979-2-1
"['Pavlov P S', 'Radanov S D']",1979-4-1
['Philip J'],1979-4-30
"['Wilson M C', 'Fraser N W', 'Darnell J E']",1979-4-15
"['Karam J', 'Bowles M', 'Leach M']",1979-4-15
"['Bowles M', 'Karam J']",1979-4-15
['Kharchenko E P'],1979-3-1
"['Chandra P', 'Nitowsky H M', 'Marion R', 'Koenigsberg M', 'Taben E', 'Kava H W']",1979-3-1
"['Püschel K', 'Schmidt M', 'Söder R', 'Brinkmann B']",1979-2-1
"['Selle H F', 'Holmes D W', 'Ingbar M L']",1979-6-1
"['Goud J D', 'Rao P R']",1979-1-1
"['Schlesinger D', 'Hałasa J', 'Mańczak M']",1979-1-1
"['Schlesinger D', 'Mańczak M', 'Hałasa J']",1979-1-1
"['Nielsen J', 'Sillesen I', 'Sørensen A M', 'Sørensen K']",1979-1-1
"['Higurashi M', 'Iijima K', 'Ikeda U']",1979-1-1
"['Lubs H A', 'Patil S R', 'Kimberling W J', 'Brown J', 'Cohen M M', 'Gerald P S', 'Hecht F', 'Moorhead P', 'Myrianthopoulos N C', 'Summit R L']",1979-1-1
"['Foucar K', 'McKenna R W', 'Bloomfield C D', 'Bowers T K', 'Brunning R D']",1979-4-1
"['Boone C W', 'Vembu D', 'White B J', 'Takeichi N', 'Paranjpe M']",1979-6-1
"['Tsutsui T', 'Barrett J C', ""Ts'o P O""]",1979-7-1
['Kuklík M'],1979-4-1
"['Zavala C', 'Arroyo P', 'Lisker R', 'Carnevale A', 'Salamanca F', 'Navarrete J I', 'Jiménez F M', 'Blanco B', 'Vázquez V', 'Sánchez J', 'Canún S']",1979-5-1
"['von Wendt L', 'Hirvasniemi A', 'Similä S']",1979-5-1
"['Sasaki M', 'Kodama Y', 'Hayata I', 'Yoshida M C']",1979-1-1
['Yonenaga-Yassuda Y'],1979-1-1
"['Searle A G', 'Beechey C V', 'Eicher E M', 'Nesbitt M N', 'Washburn L L']",1979-1-1
"['Seabright M', 'Gregson N', 'Aronson M M', 'Greene A E', 'Coriell L L']",1979-1-1
"['Aldabergenova K U', 'Kuzdenbaeva R S', 'Bigaliev A B']",1979-5-1
"['Parker C', 'Gauthier D', 'Tate A', 'Richardson K', 'Romig W R']",1979-2-1
['Elliott R W'],1979-2-1
"['Suyama H', 'Nakasono I', 'Ohya I']",1979-3-1
"['Kobus H J', 'Fowler J C']",1979-3-1
"['Embury S H', 'Lebo R V', 'Dozy A M', 'Kan Y W']",1979-6-1
"['Guillery R W', 'Oberdorfer M D', 'Murphy E H']",1979-6-15
"['Walker M C', 'Phillips-Quagliata J M']",1979-4-1
"['Natori T', 'Ohhashi T', 'Kotani T', 'Katagiri M', 'Aizawa M']",1979-5-1
"['Rose S M', 'Hahn Y', 'Schwartz B D']",1979-6-1
"['Rubinstein P', 'Vienne K', 'Hoecker G F']",1979-6-1
"['Léonard A', 'Léonard E D']",1979-3-1
['Ito T'],1979-2-1
"['Daly P A', 'Simon R', 'Schiffer C A', 'Aisner J', 'Terasaki P I', 'Wiernik P H']",1979-1-1
"['Whorton E B', 'Bee D E', 'Benge M C', 'Kilian D J']",1979-4-1
"['Cartwright G E', 'Edwards C Q', 'Kravitz K', 'Skolnick M', 'Amos D B', 'Johnson A', 'Buskjaer L']",1979-7-26
"['Kram D', 'Bynum G D', 'Senula G C', 'Schneider E L']",1979-6-7
"['Fritsch E F', 'Lawn R M', 'Maniatis T']",1979-6-14
"['Levy S', 'Sures I', 'Kedes L H']",1979-6-21
"['Bryant E M', 'Hoehn H', 'Martin G M']",1979-6-28
"['Opitz J M', 'Shapiro S S', 'Uehling D T']",1979-6-1
"['Littlefield L G', 'Colyer S P', 'Joiner E E', 'DuFrain R J']",1979-6-1
"['Nagase S', 'Shimamune K', 'Shumiya S']",1979-8-10
"[""O'Neill G J"", 'Dupont B']",1979-3-1
"['Dehay C', 'Schmid M', 'Benajam A', 'Legrand L', 'Dausset J']",1979-3-1
"['Fleig I', 'Thiess A M']",1979-5-1
['Sutherland G R'],1979-3-1
"['Slatkin M', 'Thomson G', 'Sawyer S']",1979-3-1
"['Hecht F', 'Kaiser-McCaw B']",1979-3-1
['Neel J V'],1979-6-1
"['Gemzell C', 'Solish G I']",1979-7-1
"['Kollarits C R', 'Pinheiro M L', 'Swann E R', 'Marcus D F', 'Corrie W S']",1979-6-1
"['White A E', 'Takehisa S', 'Eger E I', 'Wolff S', 'Stevens W C']",1979-5-1
"[""O'Donnell F E"", 'Welch R B']",1979-7-1
['Marmor M F'],1979-7-1
"['Mulley J C', 'James J W', 'Barker J S']",1979-2-1
"['Wilcox F H', 'Womack J E', 'Roderick T H']",1979-2-1
"['Kozak C A', 'Fournier R E', 'Leinwand L A', 'Ruddle F H']",1979-2-1
"['Yoshimura F K', 'Weinberg R A']",1979-2-1
['Fedoroff N V'],1979-3-1
"['Wild M A', 'Gall J G']",1979-3-1
"['Orkin S H', 'Old J', 'Lazarus H', 'Altay C', 'Gurgey A', 'Weatherall D J', 'Nathan D G']",1979-5-1
"['Silver L M', 'Artzt K', 'Bennett D']",1979-6-1
"['Benn P A', ""D'Ancona G G"", 'Croce C M', 'Shows T B', 'Mellman W J']",1979-1-1
"['Nakanishi Y', 'Kram D', 'Schneider E L']",1979-1-1
"['MacRae W D', 'MacKinnon E A', 'Stich H F']",1979-4-5
"['Gubler U', 'Wyler T', 'Braun R']",1979-4-15
"['Barkan R S', 'Iakovleva T K']",1979-1-1
"['Kubícková D', 'Karpfel Z', 'Bezdĕk M']",1979-1-1
"['Steinbach P', 'Fabry H', 'Scholz W']",1979-4-5
['Sutton J G'],1979-4-5
"['Williams W R', 'Morton N E', 'Lew R', 'Yee S']",1979-4-5
"['Scacchi R', 'Corbo R M', 'Spennati G', 'Palmarino R']",1979-4-5
"['Nordenson I', 'Salmonsson S', 'Brun E', 'Beckman G']",1979-4-17
"['Sørensen K', 'Nielsen J', 'Holm V', 'Haahr J']",1979-4-17
"['Junien C', 'Kaplan J C', 'Bernheim A', 'Berger R']",1979-4-17
"['Donti E', 'Venti G', 'Bocchini V', 'Rosi G', 'Armellini R', 'Trabalza N']",1979-4-17
"['Ayme S', 'Mattei M G', 'Mattei J F', 'Giraud F']",1979-4-17
['Brat S V'],1979-4-17
"['Maraschio P', 'Danesino C', 'Garau A', 'Saputo V', 'Vigi V', 'Volpato S']",1979-4-27
"['Yunis E', 'González J', 'Zuñiga R', 'Torres de Caballero O M', 'Mondragon A']",1979-4-27
"['Shiloh Y', 'Naparstek E', 'Cohen M M']",1979-6-1
"['Bannister J V', 'Bannister W H', 'Wilson J B', 'Lam H', 'Miller A', 'Huisman T H']",1979-1-1
"['Bosman F T', 'Groen F C', 'van der Ploeg M']",1979-4-3
[],1979-5-1
"['Natsuume-Sakai S', 'Hayakawa J', 'Amano S', 'Takahashi M']",1979-8-1
"['Fukuhara K', 'Fukuhara K', 'Mino M', 'Kusunoki T', 'Misawa S', 'Morita M', 'Abe T']",1979-3-1
"['Kawashima H', 'Maruyama S']",1979-3-1
['Mulcahy M T'],1979-3-24
"['Kakati S', 'Barcos M', 'Sandberg A A']",1979-1-1
"['Ferrante E', 'Chessa L', 'Bruni L', 'Tozzi M C', 'Lo Cuoco A']",1979-4-30
['Super M'],1979-1-1
"['Bond D J', 'McMillan L']",1979-4-1
"['Tsuchimoto T', 'Matter B E', 'Deyssenroth H']",1979-5-1
"['Thomson V E', 'Evans H J']",1979-5-1
"['Newbold R F', 'Amos J', 'Connell J R']",1979-5-1
"['Gibas Z', 'Limon J']",1979-5-1
"['Kucerová M', 'Polívková Z', 'Bátora J']",1979-5-1
['Tishler P V'],1979-8-16
['Cabrol C'],1979-8-23
['Nathan D G'],1979-7-26
"['McGhee J D', 'Ginder G D']",1979-8-2
['Eskes T K'],1979-7-21
"['Müller W', 'Prader M', 'Kofler J', 'Glatzl J', 'Geir W']",1979-1-1
"['Bernard P', 'Boisseau M R', 'Reiffers J', 'Broustet A']",1979-5-26
['Davenport F M'],1979-2-1
['Vachkova-Petrova R'],1979-1-1
"['Kerbauy J', 'Frota-Pessoa O', 'Da Silva M P', 'Nogueira-Ferraz C']",1979-1-1
"['Werner-Favre C', 'Jeannet M']",1979-4-1
"['Cherstvoĭ E D', 'Laziuk G I']",1979-3-1
"['Scherneck S', 'Böttger M', 'Feunteun J']",1979-7-15
"['Fortson M R', 'Scott J R', 'Yun T', 'Vapnek D']",1979-7-15
"['Nakajima H', 'Skradski K', 'Moulds J J']",1979-1-1
"['Weinberger A', 'Shoenfeld Y', 'Zamir R', 'Gazit E', 'Joshua H', 'Pinkhas J']",1979-1-1
"['Ukkonen P', 'Koistinen V', 'Penttinen K']",1979-1-1
"['Sabo B', 'McCreary J', 'Stroup M', 'Smith D E', 'Weidner J G']",1979-1-1
"['Morel P A', 'Hamilton H B']",1979-1-1
"['Roberts D F', 'Al-Agidi S K']",1979-5-1
"['Lucarelli P', 'Scacchi R', 'Corbo R M', 'Laconi G', 'Nasi A', 'Palmarino R']",1979-5-1
"['Aller V', 'Abrisqueta J A', 'Martín-Lucas M A', 'de Torres M L', 'del Mazo J', 'Pérez-Castillo A']",1979-5-1
"['Middleton D', 'Logan J S', 'Magennis B P', 'Nelson S D']",1979-5-1
"['Kahlon P S', 'Banerjee M R']",1979-6-1
"['Fahrig R', 'Seiler J P']",1979-6-1
"['Hösli P', 'Vogt E']",1979-6-1
['Soudek D'],1979-6-1
['Larsen S O'],1979-7-1
"['Macgregor H', 'Sherwood S']",1979-5-10
"['Dubinin N P', 'Suskov I I', ""Botvin'ev O K""]",1979-1-1
"['Tiniakov G G', 'Kuzin V S']",1979-6-11
"['Boczkowski K', 'Mikkelsen M']",1979-5-1
"['Miyoshi I', 'Hiraki S', 'Kimura I', 'Miyamoto K', 'Sato J']",1979-6-15
"['Bohnert H J', 'Driesel A J', 'Crouse E J', 'Gordon K', 'Herrmann R G', 'Steinmetz A', 'Mubumbila M', 'Keller M', 'Burkard G', 'Weil J H']",1979-7-1
"['Frank D J', 'Dusol M', 'Schiff E R']",1979-10-1
"[""Sevan'kaev A V"", 'Zherbin E A', 'Luchnik N V', 'Obaturov G M', 'Kozlov V M']",1979-6-1
"['Iakovenko K N', 'Platonova V I']",1979-6-1
"['Yoshida H', 'Abe T', 'Nakamura F']",1979-7-1
"['Ikemoto S', 'Tomita K', 'Minaguchi K', 'Suzuki K']",1979-7-1
"['Hayashi K', 'Hayashi T']",1979-7-1
"['Vergnes H', 'Sevin A', 'Sevin J', 'Jaeger G']",1979-5-10
"['Busi B R', 'Wells L J', 'Volkers W S', 'Ebeli-Struijk A C', 'Meera Khan P']",1979-5-23
"['Beek B', 'Obe G']",1979-5-23
['Stetka D G'],1979-5-23
"['Thadani M A', 'Polasa H']",1979-5-23
"['Bartsch-Sandhoff M', 'Hieronimi G']",1979-6-19
"['Hazout S', 'Venuat A M', 'Valleron A J', 'Rosenfeld C']",1979-6-19
"['Verschaeve L', 'Driesen M', 'Kirsch-Volders M', 'Hens L', 'Susanne C']",1979-6-19
"['Cantú J M', 'Ibarra B', 'Vaca G', 'Ramirez M L', 'Sánchez-Corona J']",1979-6-19
"['Hustinx T W', 'Scheres J M', 'Weemaes C M', 'ter Haar B G', 'Janssen A H']",1979-6-19
"['Laća Z', 'Ivanović M', 'Dramusić V', 'Morić-Petrović S']",1979-6-19
"['Fryns J P', 'Lambrechts A', 'Jansseune H', 'Van den Berghe H']",1979-1-1
"['Dallapiccola B', 'Chessa L', 'Vignetti P', 'Ferrante E', 'Gandini E']",1979-1-1
"['Therman E', 'Sarto G E', 'Palmer C G', 'Kallio H', 'Denniston C']",1979-1-1
['Beck W'],1979-1-1
"['Escobar V', 'Conneally P M', 'Kang K W']",1979-1-1
"['Ramesh A', 'Murty J S', 'Blake N M']",1979-1-1
"['Tills D', 'Kopeć A C', 'Fox R F', 'Mourant A E']",1979-1-1
"['Petzl M L', 'Chautard-Freire-Maia E A']",1979-1-1
"['Pronk J C', 'Frants R R']",1979-1-1
"['Baksi-Sanyal S', 'Sharma A', 'Talukder G']",1979-3-1
"['Akagawa H', 'Okanishi M', 'Umezawa H']",1979-6-1
"['Bamberg M', 'Donhuijsen K', 'Höher P G', 'Holfeld H', 'Hossfeld D K']",1979-4-12
"['Pescia G', 'Jotterand M', 'Gaide A C']",1979-1-1
"['Nemeth S T', 'Tracey M L']",1979-1-1
['Halliday R B'],1979-1-1
"['Rary J M', 'Cummings D K', 'Jones H W', 'Rock J A']",1979-1-1
"['Kastner D L', 'Rich R R', 'Chu L']",1979-9-1
"['Karlin S', 'Liberman U']",1979-5-15
"['Faed M J', 'Robertson J', 'Lamont M A', 'MacIntosh W', 'Grieve J', 'Baxby K', 'James G B', 'Crowder A M']",1979-5-1
"['Dain A R', 'Walker R G']",1979-5-1
"['Côté G B', 'Papadakou-Lagoyanni S']",1979-2-1
"['Rocchi M', 'Stormi M', 'Archidiacono N', 'Filippi G']",1979-2-1
"['Bonafede R P', 'Botha M C', 'Beighton P']",1979-6-1
"['Kuhn E M', 'Therman E']",1979-6-1
"['Filippi G', 'Rinaldi A', 'Crisponi G', 'Daniels G L', 'Siniscalco M']",1979-6-1
['Ichimaru M'],1979-6-1
"['Ginzburg L R', 'Costantino R F']",1979-4-7
['Johnson L L'],1979-4-7
"['Holm P B', 'Rasmussen S W', 'von Wettstein D']",1979-6-1
"['Hansmann I', 'Probeck H D']",1979-6-1
"['Nijhoff J H', 'de Boer P']",1979-6-1
['Kligerman A D'],1979-6-1
[],1979-3-1
['Grant W F'],1979-1-1
"['Nicholas A H', 'Vienne M', 'van den Berghe H']",1979-6-1
['Knudson A G'],1979-9-13
"['Klobutcher L A', 'Ruddle F H']",1979-8-23
['ten Kate L P'],1979-6-16
"['Neagu V', 'Lazar C', 'Mares V', 'Pop T', 'Ioanid P C']",1979-1-1
"['Méhes K', 'Bajnóczy K', 'Meggyessy V']",1979-7-15
"['Edwards A A', 'Lloyd D C', 'Purrott R J']",1979-4-30
"['Griffiths T D', 'Carpenter J G']",1979-7-1
"['Korotkov E V', 'Ivanov V I', 'Khandogina E K']",1979-3-1
"['Chandler M E', 'Kedes L H', 'Cohn R H', 'Yunis J J']",1979-8-31
['Hoegerman S F'],1979-9-7
"['Liebeskind D', 'Bases R', 'Mendez F', 'Elequin F', 'Koenigsberg M']",1979-9-21
[],1979-6-23
"['Retief A E', 'Kotzé G M', 'Fox M F', 'Venter P A', 'Van Zyl J A', 'Van Niekerk W A']",1979-6-23
"['Bosma A A', 'Kroneman J']",1979-7-15
"['Korte A', 'Slacik-Erben R', 'Obe G']",1979-1-1
"['Barsegiants L O', 'Potapov M I']",1979-7-1
"['Nakajima H', 'Murata S', 'Senõ T']",1979-7-1
"['Brittenham G', 'Lozoff B', 'Harris J W', 'Mayson S M', 'Miller A', 'Huisman T H']",1979-1-1
"['Como R', 'Sarna G', 'Sparkes R S']",1979-1-1
"['Bonafede R P', 'Beighton P']",1979-1-1
"['Herva R', 'Kaluzewski B', 'de la Chapelle A']",1979-1-1
['Penchaszadeh V B'],1979-1-1
['Schlesselman J J'],1979-9-1
['Crum G E'],1979-9-1
"['Kirillova E A', 'Kurbanova A G', 'Trepakov E A', 'Rozovskiĭ I S']",1979-5-1
['Klinger H P'],1979-9-1
"['Stewart J M', 'Cavanagh N', 'Hughes D T']",1979-6-1
"['Potter W L', 'Upton P C', 'Blackshaw A W']",1979-5-1
"['Emerit I', 'Emerit J', 'Levy A', 'Keck M']",1979-1-1
"['de Vries A', 'Sperling O']",1979-6-1
"['Verma R S', 'Dosik H']",1979-3-1
"['Hugenholtz A P', 'Bruce W R']",1979-3-1
"['Stich H F', 'Acton A B']",1979-6-1
"['Stich H F', 'Wei L', 'Whiting R F']",1979-10-1
"['Testa J R', 'Mintz U', 'Rowley J D', 'Vardiman J W', 'Golomb H M']",1979-9-1
"['Hunter A G', 'Cox D M']",1979-7-1
"['Fenger K', 'Møhl I A']",1979-7-1
"['Soudek D', 'Sroka H']",1979-8-1
['Lundin L G'],1979-8-1
"['Law M L', 'Kao F T']",1979-1-1
"['Hansmann I', 'El-Nahass E']",1979-1-1
"['Pope I S', 'Thuline H C', 'Aronson M M', 'Bozarth B', 'Greene A E', 'Coriell L L']",1979-1-1
"['Venetianer A', 'Bajnóczky K', 'Szidonya J', 'Szabad J']",1979-1-1
"['Bey E', 'Bernstein R']",1979-1-1
"['Lee C L', 'Lee S H', 'Kamra O P']",1979-1-1
"['Nove J', 'Little J B', 'Weichselbaum R R', 'Nichols W W', 'Hoffman E']",1979-1-1
['Basler A'],1979-1-1
"['Benn P A', 'Shows T B', ""D'Ancona G G"", 'Croce C M', 'Orkwiszewski K G', 'Mellman W J']",1979-1-1
"['Tiniakov G G', 'Kuzin V S']",1979-1-1
"['Kazantsev S I', 'Chernov A P', 'Shliapnikov M G', 'Kriukov V M', 'Baev A A']",1979-1-1
"['Yamada J', 'Nikaido H', 'Matsumoto S']",1979-4-1
"['Atkin N B', 'Baker M C']",1979-7-15
"['Nuboer J F', 'Bos N', 'van Genderen-Takken H', 'van den Hoeven H', 'van Steenbergen J C']",1979-8-15
"['Omar A', 'Wiesmann U N', 'Krebs A']",1979-1-1
"['Kirk R L', 'Theophilus J', 'Whitehouse S', 'Court J', 'Zimmet P']",1979-10-1
['Chebotarev A N'],1979-1-1
['Sofaer J A'],1979-4-1
"['Galibert F', 'Hérissé J', 'Courtois G']",1979-5-1
"['Bernards R', 'Kooter J M', 'Flavell R A']",1979-7-1
"['Haglund U', 'Zech L']",1979-7-18
"['Simoni G', 'Larizza L', 'Sacchi N', 'Della Valle G', 'Dambrosio F', 'De Carli L']",1979-7-18
"['Pals G', 'Pronk J C']",1979-7-18
"['Papiha S S', 'Bernal J E', 'Roberts D F', 'Habeebullah C M', 'Mishra S C']",1979-1-1
"['Pausch V', 'Fachleutner G', 'Kirnbauer M', 'Mayr W R']",1979-1-1
"['Ueda S', 'Omoto K', 'Park K S', 'Kudo T']",1979-1-1
"['Joensen H D', 'Hansen H E', 'Henningsen K', 'Svejgaard A', 'Andersen I']",1979-1-1
['Wood S'],1979-1-1
"['Walter H', 'Hilling M', 'Brachtel R', 'Hitzeroth H W']",1979-1-1
"['Petzl M L', 'Chautard-Freire-Maia E A']",1979-1-1
"['Mekalanos J J', 'Sublett R D', 'Romig W R']",1979-9-1
"['Guenet J L', 'Salzgeber B', 'Tassin M T']",1979-3-1
"['Debre P', 'Gisselbrecht S', 'Pozo F', 'Levy J P']",1979-10-1
"['Mattei J F', 'Mattei M G', 'Lucas C', 'Giraud F']",1979-3-1
"['Verdier G', 'Godet J', 'Philip T', 'Parchoux B', 'David M', 'Guibaud P', 'Robert J M']",1979-3-1
"['Francke U', 'Opitz J M']",1979-7-1
"['Fraser N W', 'Nevins J R', 'Ziff E', 'Darnell J E']",1979-4-25
"['Indo K', 'Miyaji H']",1979-10-1
"['Kilpatrick B A', 'Gelinas R E', 'Broker T R', 'Chow L T']",1979-6-1
"['Lange-Gustafson B', 'Rhoades M']",1979-6-1
"['Shaw A R', 'Davison J']",1979-6-1
"['Borrias W E', 'Hagenaar M', 'Van Den Brekel R', 'Kühlemeijer C', 'Weisbeek P J']",1979-8-1
"['Shmeleva N I', 'Sumetskaia B L']",1979-8-1
"['Whyte M P', 'Teitelbaum S L', 'Murphy W A', 'Bergfeld M A', 'Avioli L V']",1979-9-1
"['Dodesini G', 'Frigerio G', 'Cocco E']",1979-7-15
"['Galloway S M', 'Painter R B']",1979-5-1
"['Kram D', 'Schneider E L', 'Senula G C', 'Nakanishi Y']",1979-5-1
['Couzin D'],1979-5-1
"['Hatcher N H', 'Risemberg H M', 'Powers M M', 'Hook E B']",1979-5-1
['Tempelaar M J'],1979-7-1
"['Prosser J S', 'White C M', 'Edwards A A']",1979-7-1
"['Umeda M', 'Nishimura M']",1979-7-1
"['Majone F', 'Levis A G']",1979-7-1
['Kaul B L'],1979-7-1
"['Nishi Y', 'Mori M', 'Inui N']",1979-7-1
"['Lambert B', 'Lindblad A', 'Ringborg U']",1979-7-1
"['Musilová J', 'Michalová K', 'Urban J']",1979-7-1
"['Jameela ', 'Subramanyam S']",1979-7-1
"['Csukás I', 'Gungl E', 'Fedorcsák I', 'Vida G', 'Antoni F', 'Turtóczky I', 'Solymosy F']",1979-8-1
